Lyric,Prompt,Image_URL,Gen_Time
164 ContributorsTranslationsEspañolFrançaisDeutschPortuguêsShqip中文日本語ItalianoTürkçe한국어РусскийУкраїнськаالعربيةSvenska​vampire Lyrics[Verse 1],"""Generate a surreal picture of a gathering of 164 contributors from different nationalities, including Spanish, French, German, Portuguese, Albanian, Chinese, Japanese, Italian, Turkish, Korean, Russian, Ukrainian, Arabic, and Swedish, under a moonlit sky featuring a looming figure of a vampire, conveying the mood indicated by the lyrics of a mysterious and captivating song.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-zMtKAS7a4iIXOz44M0VPdtXA.png?st=2023-09-26T00%3A21%3A20Z&se=2023-09-26T02%3A21%3A20Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A54%3A03Z&ske=2023-09-26T23%3A54%3A03Z&sks=b&skv=2021-08-06&sig=IesQVRm5/bU9n9iECzuBcDIzxMLduxfLrV6feB8FZr8%3D
Hate to give the satisfaction asking how you're doing now,"""Generate an abstract representation of the sentiment of harbouring resentment yet caring, encapsulated in the lyrics 'Hate to give the satisfaction asking how you're doing now', with a character showing a conflicted expression, vibrant colors symbolizing mixed emotions, and any relevant symbols to represent silent inquiry or lingering concern.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-jN3R3oSwBtFP91o6tDjJ5jbP.png?st=2023-09-26T00%3A21%3A34Z&se=2023-09-26T02%3A21%3A34Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A51%3A39Z&ske=2023-09-26T23%3A51%3A39Z&sks=b&skv=2021-08-06&sig=%2B700u5wULFp713N9R68h5bh1snUtIfqeJ1mDKQ8ivvg%3D
How's the castle built off people you pretend to care about?,"""Generate an image of a grand castle made up of thousands of tiny, transparent figures, symbolizing hidden pretense and false care. The castle stands imposing against a moody, stormy sky, reflecting the gloom within the builder's heart.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-qdtyBzlfvp5xi0DiFReKQl4Y.png?st=2023-09-26T00%3A21%3A48Z&se=2023-09-26T02%3A21%3A48Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A53%3A40Z&ske=2023-09-26T23%3A53%3A40Z&sks=b&skv=2021-08-06&sig=/X0%2B5p5mcuOOyvdElfRVm57id/6ArjPSkLo8Tu54t60%3D
Just what you wanted,"""Create an evocative image of a person opening a beautifully decorated box, their face lit up with surprise and joy, symbolizing the receipt of 'just what they wanted'. The setting is a cozy room with a roaring fireplace. The person is surrounded by festive decorations, hinting at a special occasion.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-aD8hziXlZoB3PyqGsUgGT4oW.png?st=2023-09-26T00%3A22%3A02Z&se=2023-09-26T02%3A22%3A02Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A46%3A31Z&ske=2023-09-26T23%3A46%3A31Z&sks=b&skv=2021-08-06&sig=mrBwGYjp2DlkyWlFvZrp99VIa8lIVULiwvC//qS/s7k%3D
"Look at you, cool guy, you got it","""Generate an image of a confident, stylish man exuding coolness and success, embodying the lyrics 'Look at you, cool guy, you got it'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-1Zb71k8GdqU5DlLiGFi1C2MS.png?st=2023-09-26T00%3A22%3A14Z&se=2023-09-26T02%3A22%3A14Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A46%3A09Z&ske=2023-09-26T23%3A46%3A09Z&sks=b&skv=2021-08-06&sig=uVw15uqC7HsnfV1Jas54iZ9G2TzPuLku7ZkZeYDeTx0%3D
I see the parties and the diamonds sometimes when I close my eyes,"""Generate an image of an elegant gala where people are adorned with diamond jewelry, seen from a perspective as if it's being imagined with closed eyes.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-rKjiZvvwAhgY0rvES6iPtDZZ.png?st=2023-09-26T00%3A22%3A28Z&se=2023-09-26T02%3A22%3A28Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A50%3A59Z&ske=2023-09-26T23%3A50%3A59Z&sks=b&skv=2021-08-06&sig=0z16syRZONAqYpCIYrnutBgXz/44TSqEkMyFN4d9hbs%3D
Six months of torture you sold as some forbidden paradise,"""Visualize a dark, mysterious and ironically beautiful forbidden paradise that has been enduring six months of hauntingly alluring torment.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-qO2VvhaSHT26AVQzOjf8oF69.png?st=2023-09-26T00%3A22%3A40Z&se=2023-09-26T02%3A22%3A40Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A44Z&ske=2023-09-26T23%3A45%3A44Z&sks=b&skv=2021-08-06&sig=1EckFZIMHSrbrr0C8bOU89gWkAO5oRoliM3AXUGDcy8%3D
I loved you truly,"""Generate an image conveying a deep atmosphere of love and affection, symbolizing the line 'I loved you truly'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-AORjEWyS8su5vJuvHPStLxbN.png?st=2023-09-26T00%3A22%3A51Z&se=2023-09-26T02%3A22%3A51Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A53%3A35Z&ske=2023-09-26T23%3A53%3A35Z&sks=b&skv=2021-08-06&sig=MD78ArYjwg%2BECY/fDy/gTpTnSAL3R9pXDjuvySx0liQ%3D
You gotta laugh at the stupidity,"""Create a humorous comic strip image depicting characters laughing at a silly, non-offensive act of stupidity.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-9ZFUgeQQxg5UIwf2p4fk5fhX.png?st=2023-09-26T00%3A23%3A03Z&se=2023-09-26T02%3A23%3A03Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A53Z&ske=2023-09-26T23%3A45%3A53Z&sks=b&skv=2021-08-06&sig=Uvsz6Xv64fTCk2SKIvCX4EWplmdX7lHUAd9xW%2B91Q4o%3D
,"""Generate an image inspired by the lyrics: a moonlit, star-filled night sky over a serene ocean, with a single lonely ship sailing and a lighthouse standing tall in the distance.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-n3txIVHUCCSdbEyF3nOGUM7B.png?st=2023-09-26T00%3A23%3A16Z&se=2023-09-26T02%3A23%3A16Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A10Z&ske=2023-09-26T23%3A48%3A10Z&sks=b&skv=2021-08-06&sig=VJbuCYI/p3A1bt2%2BtvNHonVuD27nYwxDxXCdbKRQJdo%3D
[Chorus],"""Generate a vibrant concert scene with a large glowing sign that reads 'Chorus', highlighting a passionate crowd singing along and a dynamic singer performing passionately on stage.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-YwdCZOS66mhEE5hpe8JShLDN.png?st=2023-09-26T00%3A23%3A28Z&se=2023-09-26T02%3A23%3A28Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A35Z&ske=2023-09-26T23%3A45%3A35Z&sks=b&skv=2021-08-06&sig=RU369ACgVF9wOPVoafAehhYRt774rCE4jXfjl%2BX29nU%3D
'Cause I've made some real big mistakes,"""Create a poignant image of a regretful character in a somber setting, visually illustrating the concept of making significant mistakes.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-B3ABMVQG5K8xIRIhdcZ1P4ui.png?st=2023-09-26T00%3A23%3A39Z&se=2023-09-26T02%3A23%3A39Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A24Z&ske=2023-09-26T23%3A45%3A24Z&sks=b&skv=2021-08-06&sig=iBCAx8MtxhBXNuI/9q64qpR5B64j6PMbjXR5mvHO5bk%3D
